,icd9,icd9_desc
717,0545, Herpetic septicemia
718,0546, Herpetic whitlow
719,05471,Visceral herpes simplex
720,05472,Herpes simplex meningitis
721,05473,Herpes simplex otitis externa
722,05474,Herpes simplex myelitis
723,05479,Herpes simplex with other specified complications
724,0548, Herpes simplex with unspecified complication
725,0549, Herpes simplex without mention of complication
726,0550, Postmeasles encephalitis
727,0551, Postmeasles pneumonia
728,0552, Postmeasles otitis media
729,05571,Measles keratoconjunctivitis
730,05579,Measles with other specified complications
731,0558, Measles with unspecified complication
732,0559, Measles without mention of complication
733,05600,Rubella with unspecified neurological complication
734,05601,Encephalomyelitis due to rubella
735,05609,Rubella with other neurological complications
736,05671,Arthritis due to rubella
737,05679,Rubella with other specified complications
738,0568, Rubella with unspecified complications
739,0569, Rubella without mention of complication
740,0570, Erythema infectiosum (fifth disease)
741,0578, Other specified viral exanthemata
742,0579, Viral exanthem
743,05810,Roseola infantum
744,05811,Roseola infantum due to human herpesvirus 6
745,05812,Roseola infantum due to human herpesvirus 7
746,05821,Human herpesvirus 6 encephalitis
747,05829,Other human herpesvirus encephalitis
748,05881,Human herpesvirus 6 infection
749,05882,Human herpesvirus 7 infection
750,05889,Other human herpesvirus infection
751,05900,Orthopoxvirus infection
752,05901,Monkeypox
753,05909,Other orthopoxvirus infections
754,05910,Parapoxvirus infection
755,05911,Bovine stomatitis
756,05912,Sealpox
757,05919,Other parapoxvirus infections
758,05920,Yatapoxvirus infection
759,05921,Tanapox
760,05922,Yaba monkey tumor virus
761,0598, Other poxvirus infections
762,0599, Poxvirus infections
763,0600, Sylvatic yellow fever
764,0601, Urban yellow fever
765,0609, Yellow fever
766,061,  Dengue
767,0620, Japanese encephalitis
768,0621, Western equine encephalitis
769,0622, Eastern equine encephalitis
770,0623, St. Louis encephalitis
771,0624, Australian encephalitis
772,0625, California virus encephalitis
773,0628, Other specified mosquito-borne viral encephalitis
774,0629, Mosquito-borne viral encephalitis
775,0630, Russian spring-summer [taiga] encephalitis
776,0631, Louping ill
777,0632, Central european encephalitis
778,0638, Other specified tick-borne viral encephalitis
779,0639, Tick-borne viral encephalitis
780,064,  Viral encephalitis transmitted by other and unspecified arthropods
781,0650, Crimean hemorrhagic fever [CHF Congo virus]
782,0651, Omsk hemorrhagic fever
783,0652, Kyasanur forest disease
784,0653, Other tick-borne hemorrhagic fever
785,0654, Mosquito-borne hemorrhagic fever
786,0658, Other specified arthropod-borne hemorrhagic fever
787,0659, Arthropod-borne hemorrhagic fever
788,0660, Phlebotomus fever
789,0661, Tick-borne fever
790,0662, Venezuelan equine fever
791,0663, Other mosquito-borne fever
792,06640,West Nile Fever
793,06641,West Nile Fever with encephalitis
794,06642,West Nile Fever with other neurologic manifestation
795,06649,West Nile Fever with other complications
796,0668, Other specified arthropod-borne viral diseases
797,0669, Arthropod-borne viral disease
798,0700, Viral hepatitis A with hepatic coma
799,0701, Viral hepatitis A without mention of hepatic coma
800,07020,Viral hepatitis B with hepatic coma
801,07021,Viral hepatitis B with hepatic coma
802,07022,Chronic viral hepatitis B with hepatic coma without hepatitis delta
803,07023,Chronic viral hepatitis B with hepatic coma with hepatitis delta
804,07030,Viral hepatitis B without mention of hepatic coma
805,07031,Viral hepatitis B without mention of hepatic coma
806,07032,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta
807,07033,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta
808,07041,Acute hepatitis C with hepatic coma
809,07042,Hepatitis delta without mention of active hepatitis B disease with hepatic coma
810,07043,Hepatitis E with hepatic coma
811,07044,Chronic hepatitis C with hepatic coma
812,07049,Other specified viral hepatitis with hepatic coma
813,07051,Acute hepatitis C without mention of hepatic coma
814,07052,Hepatitis delta without mention of active hepatitis B disease or hepatic coma
815,07053,Hepatitis E without mention of hepatic coma
816,07054,Chronic hepatitis C without mention of hepatic coma
817,07059,Other specified viral hepatitis without mention of hepatic coma
818,0706, Unspecified viral hepatitis with hepatic coma
819,07070,Unspecified viral hepatitis C without hepatic coma
820,07071,Unspecified viral hepatitis C with hepatic coma
821,0709, Unspecified viral hepatitis without mention of hepatic coma
822,071,  Rabies
823,0720, Mumps orchitis
824,0721, Mumps meningitis
825,0722, Mumps encephalitis
826,0723, Mumps pancreatitis
827,07271,Mumps hepatitis
828,07272,Mumps polyneuropathy
829,07279,Other mumps with other specified complications
830,0728, Mumps with unspecified complication
831,0729, Mumps without mention of complication
832,0730, Ornithosis with pneumonia
833,0737, Ornithosis with other specified complications
834,0738, Ornithosis with unspecified complication
835,0739, Ornithosis
836,0740, Herpangina
837,0741, Epidemic pleurodynia
838,07420,Coxsackie carditis
839,07421,Coxsackie pericarditis
840,07422,Coxsackie endocarditis
841,07423,Coxsackie myocarditis
842,0743, Hand
843,0748, Other specified diseases due to Coxsackie virus
844,075,  Infectious mononucleosis
845,0760, Trachoma
846,0761, Trachoma
847,0769, Trachoma
848,0770, Inclusion conjunctivitis
849,0771, Epidemic keratoconjunctivitis
850,0772, Pharyngoconjunctival fever
851,0773, Other adenoviral conjunctivitis
852,0774, Epidemic hemorrhagic conjunctivitis
853,0778, Other viral conjunctivitis
854,07798,Unspecified diseases of conjunctiva due to chlamydiae
855,07799,Unspecified diseases of conjunctiva due to viruses
856,0780, Molluscum contagiosum
857,07810,Viral warts
858,07811,Condyloma acuminatum
859,07812,Plantar wart
860,07819,Other specified viral warts
861,0782, Sweating fever
862,0783, Cat-scratch disease
863,0784, Foot and mouth disease
864,0785, Cytomegaloviral disease
865,0786, Hemorrhagic nephrosonephritis
866,0787, Arenaviral hemorrhagic fever
867,07881,Epidemic vertigo
868,07882,Epidemic vomiting syndrome
869,07888,Other specified diseases due to chlamydiae
870,07889,Other specified diseases due to viruses
871,0790, Adenovirus infection in conditions classified elsewhere and of unspecified site
872,0791, Echo virus infection in conditions classified elsewhere and of unspecified site
873,0792, Coxsackie virus infection in conditions classified elsewhere and of unspecified site
874,0793, Rhinovirus infection in conditions classified elsewhere and of unspecified site
875,0794, Human papillomavirus in conditions classified elsewhere and of unspecified site
876,07950,Retrovirus
877,07951,Human T-cell lymphotrophic virus
878,07952,Human T-cell lymphotrophic virus
879,07953,Human immunodeficiency virus
880,07959,Other specified retrovirus
881,0796, Respiratory syncytial virus (RSV)
882,07981,Hantavirus infection
883,07982,SARS-associated coronavirus
884,07983,Parvovirus B19
885,07988,Other specified chlamydial infection
886,07989,Other specified viral infection
887,07998,Unspecified chlamydial infection
888,07999,Unspecified viral infection
889,080,  Louse-borne (epidemic) typhus
890,0810, Murine (endemic) typhus
891,0811, Brill's disease
892,0812, Scrub typhus
893,0819, Typhus
894,0820, Spotted fevers
895,0821, Boutonneuse fever
896,0822, North Asian tick fever
897,0823, Queensland tick typhus
898,08240,Ehrlichiosis
899,08241,Ehrlichiosis chafeensis [E. chafeensis]
900,08249,Other ehrlichiosis
901,0828, Other specified tick-borne rickettsioses
902,0829, Tick-borne rickettsiosis
903,0830, Q fever
904,0831, Trench fever
905,0832, Rickettsialpox
906,0838, Other specified rickettsioses
907,0839, Rickettsiosis
908,0840, Falciparum malaria [malignant tertian]
909,0841, Vivax malaria [benign tertian]
910,0842, Quartan malaria
911,0843, Ovale malaria
912,0844, Other malaria
913,0845, Mixed malaria
914,0846, Malaria
915,0847, Induced malaria
916,0848, Blackwater fever
917,0849, Other pernicious complications of malaria
918,0850, Visceral [kala-azar] leishmaniasis
919,0851, Cutaneous leishmaniasis
920,0852, Cutaneous leishmaniasis
921,0853, Cutaneous leishmaniasis
922,0854, Cutaneous leishmaniasis
923,0855, Mucocutaneous leishmaniasis
924,0859, Leishmaniasis
925,0860, Chagas' disease with heart involvement
926,0861, Chagas' disease with other organ involvement
927,0862, Chagas' disease without mention of organ involvement
928,0863, Gambian trypanosomiasis
929,0864, Rhodesian trypanosomiasis
930,0865, African trypanosomiasis
931,0869, Trypanosomiasis
932,0870, Relapsing fever
933,0871, Relapsing fever
934,0879, Relapsing fever
935,0880, Bartonellosis
936,08881,Lyme Disease
937,08882,Babesiosis
938,08889,Other specified arthropod-borne diseases
939,0889, Arthropod-borne disease
940,0900, Early congenital syphilis
941,0901, Early congenital syphilis
942,0902, Early congenital syphilis
943,0903, Syphilitic interstitial keratitis
944,09040,Juvenile neurosyphilis
945,09041,Congenital syphilitic encephalitis
946,09042,Congenital syphilitic meningitis
947,09049,Other juvenile neurosyphilis
948,0905, Other late congenital syphilis
949,0906, Late congenital syphilis
950,0907, Late congenital syphilis
951,0909, Congenital syphilis
952,0910, Genital syphilis (primary)
953,0911, Primary anal syphilis
954,0912, Other primary syphilis
955,0913, Secondary syphilis of skin or mucous membranes
956,0914, Adenopathy due to secondary syphilis
957,09150,Syphilitic uveitis
958,09151,Syphilitic chorioretinitis (secondary)
959,09152,Syphilitic iridocyclitis (secondary)
960,09161,Secondary syphilitic periostitis
961,09162,Secondary syphilitic hepatitis
962,09169,Secondary syphilis of other viscera
963,0917, Secondary syphilis
964,09181,Acute syphilitic meningitis (secondary)
965,09182,Syphilitic alopecia
966,09189,Other forms of secondary syphilis
967,0919, Unspecified secondary syphilis
968,0920, Early syphilis
969,0929, Early syphilis
970,0930, Aneurysm of aorta
971,0931, Syphilitic aortitis
972,09320,Syphilitic endocarditis of valve
973,09321,Syphilitic endocarditis of mitral valve
974,09322,Syphilitic endocarditis of aortic valve
975,09323,Syphilitic endocarditis of tricuspid valve
976,09324,Syphilitic endocarditis of pulmonary valve
977,09381,Syphilitic pericarditis
978,09382,Syphilitic myocarditis
979,09389,Other specified cardiovascular syphilis
980,0939, Cardiovascular syphilis
981,0940, Tabes dorsalis
982,0941, General paresis
983,0942, Syphilitic meningitis
984,0943, Asymptomatic neurosyphilis
985,09481,Syphilitic encephalitis
986,09482,Syphilitic parkinsonism
987,09483,Syphilitic disseminated retinochoroiditis
988,09484,Syphilitic optic atrophy
989,09485,Syphilitic retrobulbar neuritis
990,09486,Syphilitic acoustic neuritis
991,09487,Syphilitic ruptured cerebral aneurysm
992,09489,Other specified neurosyphilis
993,0949, Neurosyphilis
994,0950, Syphilitic episcleritis
995,0951, Syphilis of lung
996,0952, Syphilitic peritonitis
997,0953, Syphilis of liver
998,0954, Syphilis of kidney
999,0955, Syphilis of bone
1000,0956, Syphilis of muscle
1001,0957, Syphilis of synovium
1002,0958, Other specified forms of late symptomatic syphilis
1003,0959, Late symptomatic syphilis
1004,096,  Late syphilis
1005,0970, Late syphilis
1006,0971, Latent syphilis
1007,0979, Syphilis
1008,0980, Gonococcal infection (acute) of lower genitourinary tract
1009,09810,Gonococcal infection (acute) of upper genitourinary tract
1010,09811,Gonococcal cystitis (acute)
1011,09812,Gonococcal prostatitis (acute)
1012,09813,Gonococcal epididymo-orchitis (acute)
1013,09814,Gonococcal seminal vesiculitis (acute)
1014,09815,Gonococcal cervicitis (acute)
1015,09816,Gonococcal endometritis (acute)
1016,09817,Gonococcal salpingitis
1017,09819,Other gonococcal infection (acute) of upper genitourinary tract
1018,0982, Gonococcal infection
1019,09830,Chronic gonococcal infection of upper genitourinary tract
1020,09831,Gonococcal cystitis
1021,09832,Gonococcal prostatitis
1022,09833,Gonococcal epididymo-orchitis
1023,09834,Gonococcal seminal vesiculitis
1024,09835,Gonococcal cervicitis
1025,09836,Gonococcal endometritis
1026,09837,Gonococcal salpingitis (chronic)
1027,09839,Other chronic gonococcal infection of upper genitourinary tract
1028,09840,Gonococcal conjunctivitis (neonatorum)
1029,09841,Gonococcal iridocyclitis
1030,09842,Gonococcal endophthalmia
1031,09843,Gonococcal keratitis
1032,09849,Other gonococcal infection of eye
1033,09850,Gonococcal arthritis
1034,09851,Gonococcal synovitis and tenosynovitis
1035,09852,Gonococcal bursitis
1036,09853,Gonococcal spondylitis
1037,09859,Other gonococcal infection of joint
1038,0986, Gonococcal infection of pharynx
1039,0987, Gonococcal infection of anus and rectum
1040,09881,Gonococcal keratosis (blennorrhagica)
1041,09882,Gonococcal meningitis
1042,09883,Gonococcal pericarditis
1043,09884,Gonococcal endocarditis
1044,09885,Other gonococcal heart disease
1045,09886,Gonococcal peritonitis
1046,09889,Gonococcal infection of other specified sites
1047,0990, Chancroid
1048,0991, Lymphogranuloma venereum
1049,0992, Granuloma inguinale
1050,0993, Reiter's disease
1051,09940,Other nongonococcal urethritis
1052,09941,Other nongonococcal urethritis
1053,09949,Other nongonococcal urethritis
1054,09950,Other venereal diseases due to chlamydia trachomatis
1055,09951,Other venereal diseases due to chlamydia trachomatis
1056,09952,Other venereal diseases due to chlamydia trachomatis
1057,09953,Other venereal diseases due to chlamydia trachomatis
1058,09954,Other venereal diseases due to chlamydia trachomatis
1059,09955,Other venereal diseases due to chlamydia trachomatis
